PSA_Id,Domain,Class,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
162,Agriculture,PSA,"The National Government is reviving the pyrethrum industry, aiming to increase planting acreage from 6,000 to 18,000 hectares by next year. Farmers are encouraged to expand their cultivation.","Serikali ya Kitaifa inarejesha sekta ya pyrethrum, ikilenga kuongeza eneo la upandaji kutoka hekta 6,000 hadi 18,000 ifikapo mwaka ujao. Wakulima wanahimizwa kupanua kilimo chao.","Omosh zosibori ogogetitanga buya bwakire buya, kisokinyire buya bwakire buria 6,000 buya bwabaki 18,000 hekta buya oigana. Abaki tokereri buya kwetire bosi bwabo.","Kanyanya Chang'ni oyweyo ka pyrethrum, chiwokyore tinda mar chiewo kendo tindo kaka 6,000 kuom 18,000 hectares kanyakore chuo. Waduong' ni itindo kuom chiewo chalo.","Dowladda Qaranka waxay dib u soo celinaysaa warshadaha pyrethrum, iyadoo hedefeysa in ay kordhiso aagga dhirta laga beerto laga 6,000 ha ilaa 18,000 ha sanadka soo socda. Beeralayda waxaa lagu dhiirrigelinayaa in ay ballaariyaan beertooda.",https://kilimonews.co.ke/general-news/we-are-committed-to-revive-pyrethrum-industry-kiunjuri/,2026-07-14,scraped:Kilimo News - Agribusiness
163,Agriculture,PSA,"Achieve maize yields of over 50 bags per acre by using certified seeds, adjusting spacing, and providing adequate nutrition to plants.","Fikia mavuno ya mahindi ya zaidi ya mifuko 50 kwa ekari kwa kutumia mbegu zilizothibitishwa, kurekebisha nafasi, na kutoa lishe bora kwa mimea.","Bwakire emosi ya ekegero ebiri omokere omokoretani abwaki 50 kering’otere rieri kendo omokirigana ensenda, omokwenyu omotaki, na ogere ogendori omokuboka emosi.","Ng'eyo chipo e kindu 50 magi kendo kar godo ng'ato kendo jochung' gi kwong' e yo maber, wachon gi neno magu.","Hel dalagyada qumbaha oo ka badan 50 boorar halkii acre adigoo isticmaalaya abuur shahaado leh, hagaajinaya fogaanta, iyo bixinta nafaqo ku filan dhirta.",https://kilimonews.co.ke/general-news/increasing-maize-yields/,2026-07-14,scraped:Kilimo News - Agribusiness
164,Agriculture,PSA,"Nyandarua County will enforce new potato regulations. All stakeholders must engage in sensitization, register farmers, and form implementation committees immediately.","Kaunti ya Nyandarua itatekeleza kanuni mpya za viazi. Wadau wote wanapaswa kushiriki katika uhamasishaji, kusajili wakulima, na kuunda kamati za utekelezaji mara moja.","Kaunti ya Nyandarua ikore omokiri buya busibori bw'endi. Bwakire bosi bang'anya buya, bategere buya boberane, bategere bakuri orugendo bw'ogorogani buya.","Nyandarua County nyal jomokore kuom iwuon mar panya mokuwa. Waduong' gi waduong' mana to watekna e ndwarore, kony panya gi lweny, kendo wathore nyaka piny mar joge golo.","Gobolka Nyandarua wuxuu dhaqan galin doonaa sharciyo cusub oo ku saabsan baradhada. Dhamaan daneeyayaasha waa in ay ka qayb qaataan wacyigelin, diiwaan geliyaan beeraleyda, oo sameeyaan kuman isku howlayn sida ugu dhaqsaha badan.",https://kilimonews.co.ke/general-news/governor-kimemia-promises-to-enforce-potato-regulations/,2026-07-14,scraped:Kilimo News - Agribusiness
165,Agriculture,PSA,Nakuru County has begun enforcing the Potato regulations. All stakeholders in the potato sub-sector must comply with these new rules immediately.,Kaunti ya Nakuru imeanza kutekeleza sheria za viazi. Wadau wote katika sekta ya viazi lazima watii sheria hizi mpya mara moja.,Nakuru Nkiende yaki otire omokireri omogega. Abaki babo botioga naki ogenda bendo batoshio bwendere naki omokireri oseria.,Nakuru Kanyakla oyieng' kuom wadhigi chiegni. Jotendo nyaka mach ni iwere ikwongo gi ng'ato kuom ochiko mar chiegni.,Degmada Nakuru waxay bilaabeen inay dhaqan geliyaan xeerarka Baradhada. Dhamaan daneeyayaasha qaybta baradhada waa inay si degdeg ah u raacaaan xeerarkan cusub.,https://kilimonews.co.ke/general-news/nakuru-county-starts-implementation-of-the-potato-regulations/,2026-07-14,scraped:Kilimo News - Agribusiness
166,Agriculture,PSA,Farmers are advised to implement a regular fungicide spray program to protect crops from diseases. Choose between protectant fungicides for preventive measures or curative ones once diseases are spotted.,Wakulima wanashauriwa kufuata mpango wa kawaida wa kupulizia fungicide ili kulinda mazao dhidi ya magonjwa. Chagua kati ya fungicides za kinga kwa hatua za kuzuia au zile za tiba mara magonjwa yanapogundulika.,Abakire bakiigwa banga omogoti buya bwokora bionchani buya bobiige buya bangenyaki. Gendete bwogotire bwokora buya bunyarire buya menya omokiri bwakiiyaki.,Ng'ato konyi ma gima nyuata konyo piny kuom fungicide to ogend jano dholu gi duong' mar koth. Nyar e yo konyo fungicides ma iyudhi gi gichwere piny kata fungicides ma iwacho kata gichwero lokruok.,Beerleeyda waxaa lagu talinayaa inay hirgeliyaan barnaamij joogto ah oo cayayaanka ka hortaga ah si ay u ilaaliyaan dalagyadooda cudurrada. Dooro fungicides-ka ka hortaga ah tallaabooyin ka hortag ah ama kuwa daaweynta ah marka cudurrada la arko.,https://kilimonews.co.ke/general-news/crop-chemicals-choosing-the-right-one/,2026-07-14,scraped:Kilimo News - Agribusiness
167,Agriculture,PSA,"The Ministry of Agriculture plans to hire 3,000 youth extension workers to improve support for farmers. Stay informed about recruitment updates and training opportunities.","Wizara ya Kilimo ina mpango wa kuajiri wafanyakazi vijana 3,000 wa uendelezaji ili kuboresha msaada kwa wakulima. Fuata habari kuhusu masasisho ya kuajiri na fursa za mafunzo.","Bwakire bwa Ekilimo bwebore bosi 3,000 emonyaki ya gikiere gooru bwetegere buya bategere batarikire. Bwakire obokira obwakireri bwakiire na bosi bwebatane bwakinyabaki.","Ministriy o Nyuka o Nyasaye oket gi 3,000 yoto yieny kuom piny ma okel help kuom farmers. Nind gi joma ni okinyi nyaka wach kuom recruitment kod training.","Wasaaradda Beeraha waxay qorsheyneysaa in ay shaqaaleyso 3,000 dhalinyaro ka shaqeeya adeegga kor u qaadista si loo hagaajiyo taageerada beeralayda. La soco wararka shaqaaleynta iyo fursadaha tababarka.",https://kilimonews.co.ke/general-news/where-are-extension-workers/,2026-07-14,scraped:Kilimo News - Agribusiness
168,Agriculture,PSA,Farmers and agribusiness stakeholders are advised to test their grains and nuts for aflatoxins regularly to prevent health risks and ensure food safety.,Wakulima na wadau wa biashara ya kilimo wanashauriwa kupima nafaka na karanga zao kwa aflatoxins mara kwa mara ili kuzuia hatari za kiafya na kuhakikisha usalama wa chakula.,Abanyabuchuma naki abaki bwakiyonde bataraki bakesi babori buya na buya bwakabaki omogori ogw’airani buya.,Waduong’ mar kanyag’ gi joma chike ma ok lare bende owachni piny mang’anyo gi onjo gi jia gi aketh ki aflatoxins chuno manok to ok gin pogo mar nongo.,Beeraleyda iyo daneeyayaasha ganacsiga waraabka waxaa lagu talinayaa inay si joogto ah u tijaabiyaan badarka iyo qudaarta aflatoxins si loo xakameeyo khataraha caafimaad iyo in la hubiyo badbaadada cuntada.,https://kilimonews.co.ke/general-news/aflatoxin-the-good-the-bad-and-the-business-news/,2026-07-14,scraped:Kilimo News - Agribusiness
169,Agriculture,PSA,"Farmers are urged to follow the ""4 Rs"" for safe pesticide use: the Right chemical, at the Right time, in the Right manner, to prevent health risks.","Wakulima wanahimizwa kufuata ""4 Rs"" za matumizi salama ya vidudu: Kemikali sahihi, wakati sahihi, kwa njia sahihi, ili kuzuia hatari za kiafya.","Abakung'ana batoragire gukorera ""4 Rs"" buya bwiri bwokoreha ibirori: ibirori bioria, omogori emosi, mu naki, kugena buya buorishe abaki ba bwaki.","Ngiya mar farmers ka othe ""4 Rs"" kuom pesa miyo: chamo ching' ma oting'o, kamano kendo mwach nyaka, kuom idhi to wach ginge duto ma nyaka.","Farmers-ka waxaa lagu boorinayaa inay raacaan ""4 Rs"" si badbaado leh loogu isticmaalo sunta cayayaanka: kiimikaadka saxda ah, waqtiga saxda ah, qaabka saxda ah, si looga hortago khataraha caafimaad.",https://kilimonews.co.ke/general-news/are-farmers-poisoning-us/,2026-07-14,scraped:Kilimo News - Agribusiness
170,Agriculture,PSA,"The National Agri-Food Systems Investment Plan (NASIP) 2026-2030 has been launched, aiming to invest KSh1.081 trillion in agriculture. Stakeholders should align their projects with this comprehensive framework.","Mpango wa Uwekezaji wa Mifumo ya Kilimo na Chakula wa Kitaifa (NASIP) 2026-2030 umezinduliwa, ukilenga kuwekeza KSh1.081 trilioni katika kilimo. Wadau wanapaswa kuoanisha miradi yao na mfumo huu mkubwa.","Etebaki buya bwa National Agri-Food Systems Investment Plan (NASIP) 2026-2030 bwakiore, bwakiomania KSh1.081 trillion mu ng’abeja. Abakeki banatire bachi jende buya bwebwaki hia buya bwakiore.","Dala ni National Agri-Food Systems Investment Plan (NASIP) 2026-2030e yath nyalo waki, oima kuom timo KSh1.081 trillion e agri. Omi marach moloyo nyal golo projekto dindo kanyoni udi manjo.","Qorshaha Maalgashiga Nidaamyada Agri-Food Qaranka (NASIP) 2026-2030 ayaa la bilaabay, iyadoo la doonayo in lagu maalgashado KSh1.081 trillion oo dhanka beeraha ah. Qaybaha danaynaya waa in ay la jaanqaadaan mashaariicdooda qorshahan ballaaran.",https://kilimonews.co.ke/agriculture-policy/kenya-rolls-out-five-year-ksh1-081-trillion-agricultural-investment-strategy/,2026-07-14,scraped:Kilimo News - Policy
171,Agriculture,PSA,The National Horticulture Traceability System (NHTS) has been launched to improve export compliance and market access for horticultural produce. Farmers and exporters must register and utilize this digital platform for traceability.,Mfumo wa Ufuatiliaji wa Kilimo wa Kitaifa (NHTS) umeanzishwa ili kuboresha ufuataji wa viwango vya usafirishaji na upatikanaji wa soko kwa mazao ya kilimo. Wakulima na wauzaji wanapaswa kujisajili na kutumia jukwaa hili la kidijitali kwa ajili ya ufuatiliaji.,Obori bwa National Horticulture Traceability System (NHTS) bwakiere buya bwokore buya ore enyakira na buya bwomogori bwaki omoka mboga. Abarembere na abashweri bakiagane na buya bwereke bwomogori buno bwokore enyakira.,National Horticulture Traceability System (NHTS) idhi ka gin owang' chalo ki jomokalo konyo kendo dala ng'ato. Jowi kendo jomokalo nyalach kuom register kendo udi kendo konyo dang' ma e tichkuom.,Nidaamka Raad-raaca Beerta Qaranka (NHTS) ayaa la bilaabay si loo hagaajiyo u hoggaansanaanta dhoofinta iyo marin u helka suuqa ee wax soo saarka beerta. Beeraleyda iyo dhoofiyeyaasha waa inay diiwaangeliyaan oo isticmaalaan madal digital ah oo loogu talagalay raad-raaca.,https://kilimonews.co.ke/agriculture-policy/kenya-launches-horticulture-traceability-system-to-strengthen-export-compliance-and-market-access/,2026-07-14,scraped:Kilimo News - Policy
172,Agriculture,PSA,Farmers and agribusinesses are encouraged to engage with KNCCI and KALRO to access and commercialize agricultural innovations that can boost productivity and income.,Wakulima na biashara za kilimo wanahimizwa kujihusisha na KNCCI na KALRO ili kupata na kufanyia biashara uvumbuzi wa kilimo ambao unaweza kuongeza uzalishaji na kipato.,Abagere kire naki naki abereekire na KNCCI na KALRO buya nyakidori bw'egama bw'enyasa buya bwendegia omogori naki omokiri.,"Dhi ng'eyo gi farmers kaka KALRO kod KNCCI, kendo olok ginyalo higa e gige mar jachien, ma ok oyier e kanyal ni bende inyal uye.",Beeraleyda iyo ganacsatada beeraheeda waxaa lagu dhiirrigelinayaa inay la xiriiraan KNCCI iyo KALRO si ay u helaan isla markaana u ganacsadaan hal-abuurka beeraha ee kordhin kara wax soo saarka iyo dakhliga.,https://kilimonews.co.ke/agriculture-policy/kncci-and-kalro-pledge-to-bridge-science-and-business-by-commercializing-agricultural-innovations/,2026-07-14,scraped:Kilimo News - Policy
173,Agriculture,PSA,"Kenya aims to increase coffee production to 150,000 metric tonnes by 2028, encouraging farmers to participate in reforms and investments to enhance their earnings and market access.","Kenya inakusudia kuongeza uzalishaji wa kahawa kufikia tani 150,000 ifikapo mwaka 2028, ikihimiza wakulima kushiriki katika marekebisho na uwekezaji ili kuboresha mapato yao na kufikia masoko.","Kenya oikire ekigere kiro 150,000 metric tonnes mogwendete 2028, obori bwaki baisekera bwenyigori omokiriri buya bwanokire ne ikigori.","Kenya ng'ato e git kofi to 150,000 metric tonnes kendo 2028, ochung' ni nyasach abich nyakwayi ka en chworo gi tich kendo ka en maran buya kuom okwayo gi gi.","Kenya waxay qorsheyneysaa in la kordhiyo soo saarista qaxwaha ilaa 150,000 tonnin mitir ah sanadka 2028, iyadoo la dhiirrigelinayo beeraleyda inay ka qeybqaataan isbeddellada iyo maalgelinta si ay u kordhiyaan dakhligooda iyo helitaanka suuqyada.",https://kilimonews.co.ke/agriculture-policy/kenya-targets-150000-metric-tonnes-of-coffee-by-2028/,2026-07-14,scraped:Kilimo News - Policy
174,Agriculture,PSA,"Over 1,000 cotton farmers in Yatta Sub-County have received pesticides and modern sprayers to enhance cotton production. Farmers should utilize these resources to improve yields and manage pests effectively.","Wakulima zaidi ya 1,000 wa pamba katika Kaunti ndogo ya Yatta wametumiwa viuatilifu na vinu vya kisasa vya kunyunyizia ili kuboresha uzalishaji wa pamba. Wakulima wanapaswa kutumia rasilimali hizi ili kuboresha mavuno na kudhibiti wadudu kwa ufanisi.","Abakireri 1,000 banye cotton mu Yatta Sub-County bakanirie pesticides na sprayers za kisasa kugira kuti batongore emochuko ya cotton. Abakireri babwane bakoresere n'ibi birekire okworora emochuko na oboteza emishene.","Kaka 1,000, buwongo mar cotton e Yatta Sub-County, wate walukieni pesticides gi sprayer mos mar nyithindo kendo mawech cotton. Buwongo nyaka golo kituo nyaka owach yie kendo yo nyithindo e ng'ato.","In ka badan 1,000 beeraleyda dhogorta ah ee Yatta Sub-County ayaa helay kiimikooyinka cayayaanka iyo qalabka casriga ah ee buufinta si ay u xoojiyaan soo saarka dhogorta. Beeraleydu waa in ay ka faa'iideystaan kheyraadkan si ay u horumariyaan wax soo saarkooda iyo inay si hufan u maareeyaan cayayaanka.",https://kilimonews.co.ke/agriculture-policy/yatta-cotton-farmers-receive-pesticides-and-modern-sprayers/,2026-07-14,scraped:Kilimo News - Policy
175,Agriculture,PSA,The 4K Club program is actively nurturing young agricultural professionals in Kenya. Schools are encouraged to participate and foster innovative farming skills among students.,Mpango wa Klabu ya 4K unawasaidia Vijana Wakulima nchini Kenya. Shule zinahimizwa kushiriki na kukuza ujuzi wa kilimo bunifu kati ya wanafunzi.,Omosako 4K uchi omoshang'ana bwakire buya bwakere indambi bwakimari buya mu Kenya. Mashule naki omokang'ana buya ke oseria omokang'ana omokire omonigo bwakimari.,Program mar 4K Club en gima en jomoko e nyasaya rombore kwomgi e Kenya. Tich kwayo to gai chalo kod nindo mar maliya dudi e buni.,Barnaamijka 4K Club wuxuu si firfircoon u korinayaa xirfadlayaal dhallinyaro oo ku saabsan beeraha Kenya. Dugsiyada waxaa lagu dhiirigelinayaa inay ka qayb qaataan oo ay kobciyaan xirfadaha cusub ee beerta ee ardayda.,https://kilimonews.co.ke/agriculture-policy/4k-clubs-inspire-a-new-generation-of-kenyan-farmers/,2026-07-14,scraped:Kilimo News - Policy
176,Agriculture,PSA,Kenya is implementing the National Agroecology Strategy for Food System Transformation (2024–2033). Stakeholders are urged to strengthen monitoring systems for sustainable results.,Kenya inaendeleza Mkakati wa Kitaifa wa Agrokolojia kwa Mabadiliko ya Mfumo wa Chakula (2024–2033). Wadau wanahimizwa kuimarisha mifumo ya ufuatiliaji kwa matokeo endelevu.,Kenya iria inigere omokere ogwaki na Ng’eno ya Agroecology buya oseroketie buya bwa hoje (2024–2033). Abakire batigani omoganga bwaki bwokere bwaki obwakwenda obwakiruri.,Kenya en pi kanyo ma Nyasae Agrokolojia kuom Piny Piny donge (2024–2033). Wanj Kachang' nyaka nyalere  mbaka mar analwa maler.,Kenya waxay hirgelinaysaa Istaraatijiyadda Qaranka ee Agroecology si loogu beddelo Nidaamka Cuntada (2024–2033). Qaybaha daneeya waxaa lagu boorinayaa inay xoojiyan nidaamyada kormeerka si loo gaaro natiijooyin waara.,https://kilimonews.co.ke/agriculture-policy/kenya-enhances-policy-monitoring-to-accelerate-sustainable-agriculture-transformation/,2026-07-14,scraped:Kilimo News - Policy
177,Agriculture,PSA,"Farmers are encouraged to participate in the upcoming initiatives aimed at boosting crop production, with a target of 2,118,000 tons in the 2026/2027 agricultural year.","Wakulima wanahimizwa kushiriki katika mipango ijayo yenye lengo la kuboresha uzalishaji wa mazao, ikiwa na lengo la kufikia tani 2,118,000 katika mwaka wa kilimo wa 2026/2027.","Abakire bakiibori kuingira mu mikere yora chireka omogere ogushwakiha omokirigori, na naki naki ofe 2,118,000 ton atiri emokirigori ya 2026/2027.","Lwaki okonyo ng'ato ka kite ma pi okoyogi tek mar duong' kanyakla, ka tije 2,118,000 tons e mwaka mar piny kwach 2026/2027.","Beeraleyda waxaa lagu dhiirigelinayaa in ay ka qayb qaataan hawlaha soo socda ee lagu xoojinayo wax-soosaarka dalagga, iyadoo la hiigsanayo 2,118,000 tan sanadka beeraleyda 2026/2027.",https://kilimonews.co.ke/agriculture-policy/cashew-nuts-lead-as-tanzanias-commercial-crop-output-hits-1-6-million-tons/,2026-07-14,scraped:Kilimo News - Policy
178,Agriculture,PSA,Farmers and cooperative leaders are urged to report corruption and malpractice in cooperatives to the new specialized police desks being established by the Tanzanian government.,Wakulima na viongozi wa ushirika wanahimizwa kuripoti ufisadi na tabia mbaya katika ushirika kwa mifuko mipya ya polisi maalum inayoundwa na serikali ya Tanzania.,Abakiri naki ogendo za ng'eno batarerete inyaraga naki omokanga bw'ogwabo buinori bw'eng'eno moke bwa Tanzaniya buse gerwa.,Ang'weny gi jokonyo mag cooperatives obedo ni kuom golo nyaka weche machiegni koro wakwong' kelo chiegni mar gang' chiegni mang'eni kuom serikali mar Tanzanian.,"Beeraleyda iyo hogaamiyeyaasha iskaashatada ayaa la farayaa in ay soo sheegaan musuqmaasuqa iyo dhaqamada xun ee ka jira iskaashatada, markii la bilaabayo xafiisyada booliska khaaska ah ee cusub ee dowlada Tanzania.",https://kilimonews.co.ke/agriculture-policy/tanzania-launches-integrity-campaign-to-clean-up-cooperative-sector/,2026-07-14,scraped:Kilimo News - Policy
179,Agriculture,PSA,"Farmers and agribusiness stakeholders in Kiambu, Machakos, Nakuru, Nyandarua, Nairobi, and Mombasa are encouraged to engage in public participation regarding food taxes affecting their operations.","Wakulima na wadau wa biashara ya kilimo katika Kiambu, Machakos, Nakuru, Nyandarua, Nairobi, na Mombasa wanahimizwa kushiriki katika ushirikiano wa umma kuhusu ushuru wa chakula unaoathiri shughuli zao.","Abagenge na abainya bategeneza buya mu Kiambu, Machakos, Nakuru, Nyandarua, Nairobi, na Mombasa batigana kusang'anira ekirori y'ekitengo ku buya bwang'ana batisekana.","Wuon ngeche kod jodong’ ma okinyi e Kiambu, Machakos, Nakuru, Nyandarua, Nairobi, kendo Mombasa bende wakwayo konyo jochung' kendo jowhoya kuom bura mar chako ma wanyal e buji ng'ato.","Beeralayda iyo daneeyayaasha ganacsiga beeraha ee Kiambu, Machakos, Nakuru, Nyandarua, Nairobi, iyo Mombasa waxaa la horyaacinayaa inay ka qeybqaataan ka qeybgal bulsho oo ku aaddan canshuuraha cuntada ee saameynaya howlahooda.",https://kilimonews.co.ke/agriculture-policy/survey-exposes-burdensome-food-taxes-across-six-kenyan-counties/,2026-07-14,scraped:Kilimo News - Policy
